39667573|4596460083570042|851.48|2025-10-18T23:01:24Z|245|CA
40137059|4374412873210097|490.95|2025-10-18T23:01:24Z|878|GA
826870764|4177005311075897|178.05|2025-10-18T23:01:24Z|68|CA
275475751|4795367273491542|925.51|2025-10-18T23:01:24Z|311|OH
902647144|4976466054937185|533.67|2025-10-18T23:01:24Z|365|CA
517602792|4403953852656359|646.30|2025-10-18T23:01:24Z|368|NY
232477580|4004397821371125|751.35|2025-10-18T23:01:24Z|106|IL
18422898|4893713787661453|558.03|2025-10-18T23:01:24Z|668|FL
807677682|4658870994935081|611.26|2025-10-18T23:01:24Z|358|GA
179518184|4044415868795337|524.27|2025-10-18T23:01:24Z|590|NC
309764646|4112660771612874|308.52|2025-10-18T23:01:24Z|430|PA
333945748|4628337532690351|130.22|2025-10-18T23:01:24Z|535|GA
300208603|4474617018307926|20.06|2025-10-18T23:01:24Z|335|IL
932942264|4281453766510732|792.98|2025-10-18T23:01:24Z|395|PA
22776279|4885193362453669|442.22|2025-10-18T23:01:24Z|795|OH
338281694|4081951294976228|88.78|2025-10-18T23:01:24Z|338|FL
441470068|4048076101314991|851.17|2025-10-18T23:01:24Z|496|CA
651230568|4633930721517444|903.72|2025-10-18T23:01:24Z|181|FL
620092149|4163660774465757|327.86|2025-10-18T23:01:24Z|558|GA
173966606|4488724387675554|774.07|2025-10-18T23:01:24Z|205|MI
129633204|4369173487397046|774.71|2025-10-18T23:01:24Z|498|GA
866084927|4928176990393372|53.04|2025-10-18T23:01:24Z|535|NC
720960443|4796197294801687|508.16|2025-10-18T23:01:24Z|910|NC
457603644|4465198836413635|869.43|2025-10-18T23:01:24Z|832|IL
754097795|4893993441985551|229.94|2025-10-18T23:01:24Z|840|IL
486014161|4093099332118175|873.99|2025-10-18T23:01:24Z|498|CA
379395676|4558871286988383|71.30|2025-10-18T23:01:24Z|572|NY
955658914|4468999410954333|78.73|2025-10-18T23:01:24Z|313|TX
808569956|4276471748675206|72.71|2025-10-18T23:01:24Z|629|FL
245693389|4708308409618174|960.09|2025-10-18T23:01:24Z|651|MI
724966763|4973096311272804|363.35|2025-10-18T23:01:24Z|893|NC
510828748|4414631890275948|111.09|2025-10-18T23:01:24Z|914|IL
791159281|4577632073827441|339.96|2025-10-18T23:01:24Z|316|GA
114678956|4945611599213760|637.92|2025-10-18T23:01:24Z|768|PA
373788490|4697623012527940|132.65|2025-10-18T23:01:24Z|704|NC
60600228|4639936716377607|392.71|2025-10-18T23:01:24Z|918|NC
849256583|4054309820803619|892.50|2025-10-18T23:01:24Z|994|CA
516269520|4291855428229519|750.62|2025-10-18T23:01:24Z|844|GA
809012222|4198563077117076|10.69|2025-10-18T23:01:24Z|234|OH
53407049|4072692199840066|338.69|2025-10-18T23:01:24Z|564|PA
892992419|4850945522558880|718.76|2025-10-18T23:01:24Z|348|TX
855901953|4062589289187915|672.26|2025-10-18T23:01:24Z|364|FL
530727571|4586297956446203|903.67|2025-10-18T23:01:24Z|141|NY
757615584|4225846213044974|337.51|2025-10-18T23:01:24Z|748|NY
424242384|4141142080510334|923.66|2025-10-18T23:01:24Z|381|CA
409861016|4294777774097646|522.81|2025-10-18T23:01:24Z|293|NY
425303175|4572205481257611|160.74|2025-10-18T23:01:24Z|964|NC
320361420|4697220655162323|997.35|2025-10-18T23:01:24Z|98|NY
751263349|4729841759301152|811.12|2025-10-18T23:01:24Z|666|CA
971449177|4562382950487623|742.12|2025-10-18T23:01:24Z|973|MI
453399312|4738120134938528|742.99|2025-10-18T23:01:24Z|237|FL
914842413|4105879323500358|545.75|2025-10-18T23:01:24Z|310|NY
904695939|4159098303617265|511.67|2025-10-18T23:01:24Z|314|MI
657136009|4460195826365283|509.08|2025-10-18T23:01:24Z|761|NY
384568790|4021396556156023|770.44|2025-10-18T23:01:24Z|952|NY
370881812|4917934080721974|73.06|2025-10-18T23:01:24Z|236|TX
211122450|4141641641653327|185.15|2025-10-18T23:01:24Z|204|TX
426910237|4650675902035629|714.47|2025-10-18T23:01:24Z|241|OH
539665572|4712940936901931|215.08|2025-10-18T23:01:24Z|914|CA
839569034|4593690202475250|821.83|2025-10-18T23:01:24Z|464|PA
354992017|4483697837271601|569.62|2025-10-18T23:01:24Z|686|FL
442443220|4583539687708325|91.68|2025-10-18T23:01:24Z|267|MI
96210293|4952320294170750|706.95|2025-10-18T23:01:24Z|14|MI
450457700|4985154789715154|169.01|2025-10-18T23:01:24Z|314|TX
5291928|4022164093284768|991.83|2025-10-18T23:01:24Z|185|PA
599738121|4860419928489817|298.75|2025-10-18T23:01:24Z|569|TX
667051997|4480516240499844|724.63|2025-10-18T23:01:24Z|691|CA
942936815|4870349210945143|212.20|2025-10-18T23:01:24Z|732|OH
156161605|4659341326667452|180.56|2025-10-18T23:01:24Z|797|TX
295284036|4392859029404685|390.01|2025-10-18T23:01:24Z|439|CA
871010620|4835782689166912|464.43|2025-10-18T23:01:24Z|265|TX
183782875|4698755887748604|595.84|2025-10-18T23:01:24Z|869|FL
191195651|4111728481189185|28.14|2025-10-18T23:01:24Z|943|PA
519060366|4632112271870652|19.39|2025-10-18T23:01:24Z|39|PA
324458554|4787304359754113|696.01|2025-10-18T23:01:24Z|143|NY
384503509|4590063505460317|889.48|2025-10-18T23:01:24Z|962|TX
622317541|4739770889197446|150.36|2025-10-18T23:01:24Z|775|FL
589961490|4665567855055329|883.54|2025-10-18T23:01:24Z|946|FL
59496058|4045527174319872|619.67|2025-10-18T23:01:24Z|890|NC
825907188|4361964936284761|955.25|2025-10-18T23:01:24Z|43|IL
498046227|4497945742993023|257.03|2025-10-18T23:01:24Z|703|NY
69413913|4346759211980319|648.86|2025-10-18T23:01:24Z|255|PA
24964188|4096077118909147|948.17|2025-10-18T23:01:24Z|393|TX
176486087|4314574536247197|712.15|2025-10-18T23:01:24Z|978|NY
84338125|4777388135854802|734.07|2025-10-18T23:01:24Z|311|IL
710458801|4807515993457856|312.49|2025-10-18T23:01:24Z|858|IL
125011023|4938332265563177|295.55|2025-10-18T23:01:24Z|134|GA
119248374|4155017756323274|110.60|2025-10-18T23:01:24Z|846|IL
778854980|4092686468103541|187.38|2025-10-18T23:01:24Z|881|TX
522937052|4361754466229850|268.50|2025-10-18T23:01:24Z|417|CA
584456149|4219756009351418|95.30|2025-10-18T23:01:24Z|638|TX
316897549|4026780973334658|516.18|2025-10-18T23:01:24Z|763|FL
266442805|4645243871215116|615.20|2025-10-18T23:01:24Z|91|IL
715894311|4103392863573373|216.25|2025-10-18T23:01:24Z|720|OH
272117720|4316179131301544|13.96|2025-10-18T23:01:24Z|416|NC
907184987|4865526860045533|904.87|2025-10-18T23:01:24Z|713|IL
306491842|4216663115714013|991.52|2025-10-18T23:01:24Z|675|PA
973704964|4153457387987489|262.98|2025-10-18T23:01:24Z|826|MI
980844320|4948022677937469|144.14|2025-10-18T23:01:24Z|364|CA
572011351|4003464472951901|121.43|2025-10-18T23:01:24Z|593|PA
999999999|1234567890123456|100.00|2025-10-18T10:00:00Z|123|NY
123456789|4111111111111111|-50.00|2025-10-18T10:00:00Z|456|CA
999999999|1234567890123456|100.00|2025-10-18T10:00:00Z|123|NY
123456789|4111111111111111|-50.00|2025-10-18T10:00:00Z|456|CA
